Name,Award,Field,State/Country,Year
Shri Fateh Chand Gera,Padma Shri,Civil Service,Delhi,1973
Shri Harishchandra Kasinath Garve,Padma Shri,Civil Service,Karnataka,1973
Shri Ijwant Singh,Padma Shri,Public Affairs,Delhi,1973
Shri Jayant Kumar Bagchi,Padma Shri,Civil Service,West Bengal,1973
Shri Kamal Krishna Sinha,Padma Shri,Civil Service,Bihar,1973
Shri Kishan Maharaj,Padma Shri,Art,Uttar Pradesh,1973
Shri Krishnan Raghavachari,Padma Shri,Science and Engineering,Maharashtra,1973
Shri P.N. N. Bhaskaran Nair,Padma Shri,Civil Service,Delhi,1973
Shri Panimangalore Appraya Bhat,Padma Shri,Civil Service,Maharashtra,1973
Shri Prabhakar Bhikaji Chitnis,Padma Shri,Civil Service,Maharashtra,1973
Shri Prabhashankar Ogadhbhai Sompura,Padma Shri,Science and Engineering,Gujarat,1973
Shri Raghunath Singh Gahlowt,Padma Shri,Civil Service,Delhi,1973
Shri Ramchandra Vishwanath Wardekar,Padma Shri,Medicine,Maharashtra,1973
Shri Ranjit Ramchandrarao Desai,Padma Shri,Literature and Education,Maharashtra,1973
Shri S.G. Thakar Singh,Padma Shri,Art,Punjab,1973
Shri Salam Machhlisheri,Padma Shri,Literature and Education,Delhi,1973
Shri Shakoor Khan,Padma Shri,Art,Delhi,1973
Shri Shankar Ramchandra Panhale,Padma Shri,Social Work,Maharashtra,1973
Shri Shumsher Singh,Padma Shri,Civil Service,Maharashtra,1973
Shri Shyam Lal Gupta Parshad,Padma Shri,Literature and Education,Uttar Pradesh,1973
Shri Thikkurussi Sukumaran Nair,Padma Shri,Art,Kerala,1973
Shri Tripunittura Narayanan Krishnan,Padma Shri,Art,Tamil Nadu,1973
Shri Venkataraman Krishnamurthy,Padma Shri,Civil Service,Tamil Nadu,1973
Shri Vithal Ramkrishna Vengurlekar,Padma Shri,Civil Service,Maharashtra,1973
Smt. Coover Bai Jehangir Vakil,Padma Shri,Literature and Education,Maharashtra,1973
Smt. Sarojini Varadappan,Padma Shri,Social Work,Tamil Nadu,1973
Smt. Sitara Devi,Padma Shri,Art,Maharashtra,1973
Smt. Sulochana Modi,Padma Shri,Social Work,Maharashtra,1973
Smt. Yamunabai Vinayakrao Khadilkar,Padma Shri,Civil Service,Maharashtra,1973
Wing Cdr Keshavamurthy Ramchndra Rao,Padma Shri,Civil Service,Gujarat,1973
Dr. V. Kasturi Ranga Varadaraja Rao,Padma Vibhushan,Civil Service,Karnataka,1974
Shri Binode Behari Mukherjee,Padma Vibhushan,Art,Uttarakhand,1974
Shri Harish Chandra Sarin,Padma Vibhushan,Civil Service,Delhi,1974
Shri Niren De,Padma Vibhushan,Public Affairs,West Bengal,1974
Bishop John Richardson,Padma Bhushan,Social Work,Andaman & Nicobar,1974
Dr. Alice Bonner,Padma Bhushan,Art,Italy,1974
Dr. Arunachala Sreenivasan,Padma Bhushan,Science and Engineering,Karnataka,1974
Dr. Camille Bulcke,Padma Bhushan,Literature and Education,Belgium,1974
Dr. D.Venkataramaiah Gundappa,Padma Bhushan,Literature and Education,Karnataka,1974
Dr. Hasmukh Dhirajlal Sankalia,Padma Bhushan,Civil Service,Maharashtra,1974
Dr. Moti Chandra,Padma Bhushan,Science and Engineering,Maharashtra,1974
Dr. Ram Kumar Caroli,Padma Bhushan,Medicine,Uttar Pradesh,1974
Dr. Raman Viswanathan,Padma Bhushan,Medicine,Tamil Nadu,1974
Dr. Vasant Shankar Huzurbazar,Padma Bhushan,Literature and Education,Maharashtra,1974
Prof. Bhupati Mohan Sen,Padma Bhushan,Literature and Education,West Bengal,1974
Prof. Toppur Seethapathy Sadasivan,Padma Bhushan,Science and Engineering,Tamil Nadu,1974
Shri B.Narsimha Reddy,Padma Bhushan,Art,Andhra Pradesh,1974
Shri Chintamani Kar,Padma Bhushan,Art,West Bengal,1974
Shri Dhiren Ganguli,Padma Bhushan,Art,West Bengal,1974
Shri Habibur Rahman,Padma Bhushan,Science and Engineering,Delhi,1974
Shri Jayant Pandurang Naik,Padma Bhushan,Literature and Education,Maharashtra,1974
Shri Khushwant Singh,Padma Bhushan,Literature and Education,Punjab,1974
Shri Sukhlalji Sanghavi,Padma Bhushan,Literature and Education,Gujarat,1974
Shri Thakur Jaideva Singh,Padma Bhushan,Science and Engineering,Uttar Pradesh,1974
Smt. Mogubai Kurdikar,Padma Bhushan,Art,Maharashtra,1974
Dr. C. Nagesh Ramachandra Rao,Padma Shri,Science and Engineering,Uttar Pradesh,1974
Dr. Hari Narain,Padma Shri,Civil Service,Telangana,1974
Dr. Jagmohan Lal Karoli,Padma Shri,Social Work,Uttar Pradesh,1974
Dr. Jogindra Lal Gupta,Padma Shri,Medicine,Delhi,1974
Dr. Kadiyala Ramachandra,Padma Shri,Medicine,Tamil Nadu,1974
Dr. Lala Suraj Nandan Prasad,Padma Shri,Medicine,Bihar,1974
Dr. Maheswar Neog,Padma Shri,Literature and Education,Kerala,1974
Dr. Mani Kumar Chhetri,Padma Shri,Medicine,West Bengal,1974
Dr. Mysore Shrikanta Pandit Nilakanta Rao,Padma Shri,Medicine,Maharashtra,1974
Dr. Nagarur Gopinath,Padma Shri,Medicine,Delhi,1974
Dr. Shiv Mangal Singh Summan,Padma Shri,Literature and Education,Madhya Pradesh,1974
Dr. Sitaram Rao Valluri,Padma Shri,Science and Engineering,Karnataka,1974
Dr. Sriram Balkrishna Lagu,Padma Shri,Art,Maharashtra,1974
Dr. Syed Zahoor Qasim,Padma Shri,Civil Service,Delhi,1974
Dr. Venkatarama Narayanaswami,Padma Shri,Medicine,Tamil Nadu,1974
Dr. Waman Patwardhan Dattatraya,Padma Shri,Trade and Industry,Maharashtra,1974
Father Thomas V. Kunnunkal,Padma Shri,Literature and Education,Kerala,1974
Kum. Sitamon Sawian,Padma Shri,Social Work,Meghalaya,1974
Lt. Comdr. Joginder Singh,Padma Shri,Sports,Delhi,1974
Prof. Dinesh Mohan,Padma Shri,Civil Service,Uttarakhand,1974
Shri Achyut Purshottam Kanvinde,Padma Shri,Science and Engineering,Delhi,1974
Shri Ali Hasan @ Kalloo Hafiz,Padma Shri,Civil Service,Uttar Pradesh,1974
Shri Anant Gopal Sheorey,Padma Shri,Literature and Education,Maharashtra,1974
Shri Baldev Raj Chopra,Padma Shri,Civil Service,Afghanistan,1974
Shri Devki Nandan Pande,Padma Shri,Social Work,Uttarakhand,1974
Shri Emani Sankara Sastri,Padma Shri,Art,Delhi,1974
Shri Ghulam Qadir Lalla,Padma Shri,Trade and Industry,Jammu & Kashmir,1974
Shri Girish Raghunath Karnad,Padma Shri,Art,Karnataka,1974
Shri Gopal Chandra Dutt,Padma Shri,Civil Service,Delhi,1974
Shri Hanamant Narher Joshi,Padma Shri,Social Work,Maharashtra,1974
Shri Himansu Kumar Banerjee,Padma Shri,Civil Service,West Bengal,1974
Shri Indra Kumar Gupta,Padma Shri,Civil Service,Delhi,1974
Shri Ishrat Ali Siddiqui,Padma Shri,Literature and Education,Uttar Pradesh,1974
Shri Kaifi Azmi,Padma Shri,Literature and Education,Uttar Pradesh,1974
Shri Kalluri Gopal Rao,Padma Shri,Civil Service,Karnataka,1974
Shri Kelu Charan Mohapatra,Padma Shri,Art,Odisha,1974
Shri Kirpal Singh Shekhawat,Padma Shri,Art,Rajasthan,1974
Shri Kooram Chakravarthy Kannan,Padma Shri,Civil Service,Andhra Pradesh,1974
Shri M. Devesa Bhagavathar Ramanathan,Padma Shri,Art,Kerala,1974
Shri Mani Madhava Chakyar,Padma Shri,Art,Kerala,1974
Shri Pushkar Nath Bhan,Padma Shri,Civil Service,Jammu & Kashmir,1974
Shri Qazi Abdus Sattar,Padma Shri,Literature and Education,Uttar Pradesh,1974
Shri Raj Kumar Khanna,Padma Shri,Civil Service,Delhi,1974
Shri Ram Prasad Choudhary Jaiswal,Padma Shri,Science and Engineering,Bihar,1974
Shri Satyanarayan Rajguru,Padma Shri,Literature and Education,Odisha,1974
Shri Som Nath Sadhu,Padma Shri,Civil Service,Jammu & Kashmir,1974
Shri Subramanya Iyer Balakrishnan,Padma Shri,Civil Service,Delhi,1974
Shri Thiruvizhimazhalai Subramania Pillai,Padma Shri,Art,Tamil Nadu,1974
Smt. Jothi Vencatachellum,Padma Shri,Public Affairs,Tamil Nadu,1974
Smt. Manik Amar Varma,Padma Shri,Art,Maharashtra,1974
Smt. Masuma Begum,Padma Shri,Social Work,Telangana,1974
Smt. Muryam Begum,Padma Shri,Civil Service,Jammu & Kashmir,1974
Smt. Nina Ripjit Singh @ Naina Devi,Padma Shri,Art,Delhi,1974
Smt. Nutan Bahl,Padma Shri,Art,Maharashtra,1974
Smt. Queenie H.E. Captain,Padma Shri,Social Work,Maharashtra,1974
Smt. Suchitra Mitra,Padma Shri,Science and Engineering,West Bengal,1974
Smt. Vindhyavasini Devi,Padma Shri,Civil Service,Bihar,1974
Shri V.V. Giri,Bharat Ratna,Public Affairs,Odisha,1975
Dr. (Smt.) Premlila Vithaldas Thackersey,Padma Vibhushan,Literature and Education,Maharashtra,1975
Dr. Basanti Dulal Nag Chaudhuri,Padma Vibhushan,Literature and Education,West Bengal,1975
Dr. Chintaman Dwarkanath Deshmukh,Padma Vibhushan,Public Affairs,Andhra Pradesh,1975
Dr. Raja Ramanna,Padma Vibhushan,Science and Engineering,Karnataka,1975
Dr.(Smt.) Durgabai Deshmukh,Padma Vibhushan,Social Work,Maharashtra,1975
Shri Homi Nusserwanji Sethna,Padma Vibhushan,Civil Service,Maharashtra,1975
Smt. M.S. Subbulakshmi,Padma Vibhushan,Art,Tamil Nadu,1975
Smt. Mary Clubwala Jadhav,Padma Vibhushan,Social Work,Tamil Nadu,1975
Dr. Darab Jehangir Jussawala,Padma Bhushan,Medicine,Maharashtra,1975
Dr. Dilbagh Singh Athwal,Padma Bhushan,Science and Engineering,USA,1975
Dr. Madhav Sadashiv Gore,Padma Bhushan,Science and Engineering,Maharashtra,1975
Dr. P. Krishnagopala. Iyengar,Padma Bhushan,Science and Engineering,Maharashtra,1975
Dr. Pancheti Koteswaram,Padma Bhushan,Civil Service,Tamil Nadu,1975
Dr. Pratul Chandra Gupta,Padma Bhushan,Literature and Education,West Bengal,1975
Dr. Vasudev Vishnu Mirashi,Padma Bhushan,Literature and Education,Maharashtra,1975
Dr.(Smt.) Asima Chatterjee,Padma Bhushan,Science and Engineering,West Bengal,1975
Ms. Begum Akhtar,Padma Bhushan,Art,Uttar Pradesh,1975
Prof. Kirpal Singh Narang,Padma Bhushan,Literature and Education,Punjab,1975
Shri Balai Chand Mukhopadhyaya,Padma Bhushan,Literature and Education,Bihar,1975
Shri P. Ardeshir Narielwala,Padma Bhushan,Trade and Industry,Maharashtra,1975
Shri R. Carltonvivian Piadade Noronha,Padma Bhushan,Civil Service,Madhya Pradesh,1975
Shri Raj Kumar Khanna,Padma Bhushan,Civil Service,Delhi,1975
Smt. Ratan Shastri,Padma Bhushan,Social Work,Rajasthan,1975
Brig. Pessie Madan,Padma Shri,Civil Service,Burma,1975
Dr. (Smt.) Mary Poonen Lukose,Padma Shri,Medicine,Kerala,1975
Dr. Ali Mohammad (Jan),Padma Shri,Medicine,Jammu & Kashmir,1975
Dr. Anil Kumar Ganguly,Padma Shri,Science and Engineering,West Bengal,1975
Dr. Dhanpat Rai Nagpaul,Padma Shri,Medicine,Uttar Pradesh,1975
Dr. Mahadeo Lalji Shahare,Padma Shri,Literature and Education,Delhi,1975
Dr. Pranab Rebatiranjan Dastidar,Padma Shri,Science and Engineering,Maharashtra,1975
Dr. Rajagopala Chidambaram,Padma Shri,Science and Engineering,Tamil Nadu,1975
Dr. Reuben David,Padma Shri,Medicine,Gujarat,1975
Dr. Sekharipuram Narayana Aiyer Seshadri,Padma Shri,Science and Engineering,Tamil Nadu,1975
Dr. Shambhu Dayal Singhal,Padma Shri,Science and Engineering,Uttarakhand,1975
Dr. Stanley John,Padma Shri,Medicine,Karnataka,1975
Kum. Ivy Khan,Padma Shri,Social Work,Delhi,1975
Prof. Kalpatthi Ganapathi Subramanyan,Padma Shri,Art,West Bengal,1975
Pt. NULL Jasraj,Padma Shri,Art,Maharashtra,1975
Shri Ajit Chandra Chatterjee,Padma Shri,Civil Service,West Bengal,1975
Shri Amjad Ali Khan,Padma Shri,Art,Delhi,1975
Shri Arjan Singh,Padma Shri,Civil Service,Uttar Pradesh,1975
Shri Bachubhai Rawat,Padma Shri,Literature and Education,Gujarat,1975
Shri Basavaraj Rajguru,Padma Shri,Art,Karnataka,1975
Shri Bishan Saroop Bansal,Padma Shri,Civil Service,Uttarakhand,1975
Shri Gitchandra Tongbra,Padma Shri,Art,Manipur,1975
Shri Gopi Krishna,Padma Shri,Art,Maharashtra,1975
Shri Gundu Bandopant Meemamsi,Padma Shri,Civil Service,Uttar Pradesh,1975
Shri Jatindra Mohan Dutta,Padma Shri,Literature and Education,West Bengal,1975
Shri K.J. Jesudas,Padma Shri,Art,Kerala,1975
Shri Kalyanam Raghu Ramaiah,Padma Shri,Art,Telangana,1975
Shri Krishna Prasad Dar,Padma Shri,Civil Service,Uttar Pradesh,1975
Shri M.S. Sathyu,Padma Shri,Art,Maharashtra,1975
Shri Madras Sundaram Iyer Gopalakrishnan,Padma Shri,Art,Tamil Nadu,1975
Shri Mathew M. Kuzhiveli,Padma Shri,Literature and Education,Kerala,1975
Shri N.S. Venkatesan,Padma Shri,Civil Service,Chandigarh,1975
Shri Pankaj Lal Roy,Padma Shri,Sports,West Bengal,1975
Shri Pradip Ranjan Roy,Padma Shri,Science and Engineering,West Bengal,1975
Shri Sudhakar Dwarkanath Soman,Padma Shri,Science and Engineering,Maharashtra,1975
Shri Suraj Mal Agrawal,Padma Shri,Civil Service,Delhi,1975
Shri Syed Husain Ali Jafri,Padma Shri,Social Work,Delhi,1975
Shri Vishnu Shridhar Wakankar,Padma Shri,Civil Service,Madhya Pradesh,1975
Smt. Arjumand Wahabuddin Ahmed,Padma Shri,Social Work,Andhra Pradesh,1975
Smt. Jagdamba Devi,Padma Shri,Art,Bihar,1975
Smt. Lhingianeng Gangte,Padma Shri,Social Work,Manipur,1975
Smt. Malati Barua,Padma Shri,Social Work,Assam,1975
Smt. Sanjukta Panigrahi,Padma Shri,Art,Odisha,1975
Shri Kumaraswamy Kamraj,Bharat Ratna,Public Affairs,Tamil Nadu,1976
Col. Bashir Husain Zaidi,Padma Vibhushan,Literature and Education,Delhi,1976
Dr. Kalpathi Ramakrishna Ramanathan,Padma Vibhushan,Science and Engineering,Kerala,1976
Dr. Kalu Lal Shrimali,Padma Vibhushan,Literature and Education,Uttar Pradesh,1976
Giani Gurmukh Singh Musafir,Padma Vibhushan,Literature and Education,Punjab,1976
Shri Keshav Shankar Pillai,Padma Vibhushan,Art,Delhi,1976
Shri Salim Moizuddin Abdul Ali,Padma Vibhushan,Science and Engineering,Tripura,1976
Shri Satyajit Ray,Padma Vibhushan,Art,West Bengal,1976
Begum Zehra Ali Yavar Jung,Padma Bhushan,Social Work,Telangana,1976
Dr. Calambur Sivaramamurti,Padma Bhushan,Civil Service,Delhi,1976
Dr. Ennacal Chandy George Sudarshan,Padma Bhushan,Literature and Education,USA,1976
Dr. Harbans Rai Bachchan,Padma Bhushan,Literature and Education,Maharashtra,1976
Dr. Krishnaswami Srinivasa Sanjivi,Padma Bhushan,Medicine,Tamil Nadu,1976
Dr. Malcolm Sathianathan Adiseshiah,Padma Bhushan,Civil Service,Tamil Nadu,1976
Prof. Navakanta Barua,Padma Bhushan,Literature and Education,Assam,1976
Prof. Udipi Ramachandra Rao,Padma Bhushan,Science and Engineering,Karnataka,1976
Prof. Yash Pal,Padma Bhushan,Science and Engineering,Punjab,1976
Shri Bhogi Lal Pandya,Padma Bhushan,Social Work,Rajasthan,1976
Shri Devendra Sen,Padma Bhushan,Civil Service,West Bengal,1976
Shri Devulapalli Venkata K. Sastry,Padma Bhushan,Literature and Education,Andhra Pradesh,1976
Shri Laxman Shastri Joshi,Padma Bhushan,Literature and Education,Maharashtra,1976
Shri Mallikarjun B. Mansoor,Padma Bhushan,Art,Karnataka,1976
Shri Naoroji Pirojsha Godrej,Padma Bhushan,Trade and Industry,Maharashtra,1976
Shri Shri Ram Mehta,Padma Bhushan,Civil Service,Delhi,1976
Begum Mumtaz Jehan Mirza,Padma Shri,Literature and Education,Delhi,1976
Brig. Ajit Singh,Padma Shri,Civil Service,Delhi,1976
Dr. (Kum.) Durga Deulkar,Padma Shri,Medicine,Maharashtra,1976
Dr. Atmaram Bhairav Joshi,Padma Shri,Science and Engineering,Delhi,1976
Dr. Bhikhubhai Khushalbhai Naik,Padma Shri,Medicine,Andhra Pradesh,1976
Dr. Brojendra Kisore Banerjea,Padma Shri,Science and Engineering,West Bengal,1976
Dr. Gurbachan Singh Sidhu,Padma Shri,Science and Engineering,Uttar Pradesh,1976
Dr. Krishna Chandra Panigrahi,Padma Shri,Literature and Education,Odisha,1976
Dr. Krishna Pai Narayana Pai,Padma Shri,Medicine,Kerala,1976
Dr. Manickam Narayanan,Padma Shri,Literature and Education,Tamil Nadu,1976
Dr. Muni Inder Dev Sharma,Padma Shri,Medicine,Delhi,1976
Dr. Raghubhai Morarji Nayak,Padma Shri,Literature and Education,United Kingdom,1976
Dr. Ravindra Santuram Dharkar,Padma Shri,Medicine,Madhya Pradesh,1976
Dr.(Kum.) Amy Dhunjibhoy Engineer,Padma Shri,Medicine,Uttar Pradesh,1976
Hakim Saif-ud-din Ahmad,Padma Shri,Medicine,Uttar Pradesh,1976
Kum. Thangam E. Philip,Padma Shri,Civil Service,Maharashtra,1976
Pandit Ram Narayan,Padma Shri,Art,Maharashtra,1976
Prof. Attipat Krishnaswamy Ramanujan,Padma Shri,Literature and Education,USA,1976
Prof. Balkrishna Raghunath Deodhar,Padma Shri,Science and Engineering,Maharashtra,1976
Prof. Keshavuram Kashiram Shastree,Padma Shri,Literature and Education,Gujarat,1976
Prof. Syed Bashiruddin,Padma Shri,Literature and Education,Uttar Pradesh,1976
Rev. L. Kijungluba Ao,Padma Shri,Social Work,Nagaland,1976
Shri Balkrishna Vithaldas Doshi,Padma Shri,Science and Engineering,Gujarat,1976
Shri Bishambhar Nath Pande,Padma Shri,Social Work,Uttar Pradesh,1976
Shri Govinda Pillai Unnikrishna Menon,Padma Shri,Civil Service,Tamil Nadu,1976
Shri Hari Kant Dang,Padma Shri,Sports,Delhi,1976
Shri Kailash Chand,Padma Shri,Civil Service,Punjab,1976
Shri Madurai S. Somasundaram,Padma Shri,Art,Tamil Nadu,1976
Shri Mohd. Shafi Khan Bekal Utsahi,Padma Shri,Literature and Education,Uttar Pradesh,1976
Shri Mukut Dhar Pandeya,Padma Shri,Literature and Education,Chattisgarh,1976
Shri Mulk Raj Saraf,Padma Shri,Literature and Education,Jammu & Kashmir,1976
Shri Nand Kumar Avasthi,Padma Shri,Social Work,Uttar Pradesh,1976
Shri Nimai Charan Harichandan,Padma Shri,Art,Odisha,1976
Shri Om Parkash Mittal,Padma Shri,Civil Service,Delhi,1976
Shri Palghat Kollengode Viswanath Narayanaswamy,Padma Shri,Art,Tamil Nadu,1976
Shri Raghunath Mahapatro,Padma Shri,Art,Odisha,1976
Shri Rakhaldas Sengupta,Padma Shri,Civil Service,Delhi,1976
Shri Ram Narain Nagu,Padma Shri,Civil Service,Madhya Pradesh,1976
Shri Rattehalli Nagendra Rao,Padma Shri,Art,Karnataka,1976
Shri Roshan Lal Anand,Padma Shri,Sports,Punjab,1976
Shri Satya Dev,Padma Shri,Civil Service,Himachal Pradesh,1976
Shri Satya Prosad Chatterjea,Padma Shri,Civil Service,Delhi,1976
Shri Shyam Benegal,Padma Shri,Art,Maharashtra,1976
Shri Sri Kishan Dass,Padma Shri,Social Work,Haryana,1976
Shri Tekur Kasi Nath,Padma Shri,Art,Delhi,1976
Smt. Ashapurna Debi,Padma Shri,Literature and Education,West Bengal,1976
Smt. Gertrude Emerson Sen,Padma Shri,Literature and Education,USA,1976
Smt. Ismat Chugtai,Padma Shri,Literature and Education,Maharashtra,1976
Smt. Jai Hormusjee Vakeel,Padma Shri,Social Work,Maharashtra,1976
Smt. Kalabati Devi,Padma Shri,Social Work,Bihar,1976
Smt. Maharaj K. Binodini Devi,Padma Shri,Literature and Education,Manipur,1976
Smt. NULL Subashni,Padma Shri,Social Work,Haryana,1976
Smt. Parween Sultana,Padma Shri,Art,Maharashtra,1976
Swami NULL Pranavananda,Padma Shri,Social Work,Uttar Pradesh,1976
Ustad Fayyaz Ahmed Khan,Padma Shri,Art,Maharashtra,1976
Air Chief Marshal O.P. Mehra,Padma Vibhushan,Civil Service,Punjab,1977
Dr. Ajudhia Nath Khosla,Padma Vibhushan,Civil Service,Delhi,1977
Shri Ajoy Kumar Mukherjee,Padma Vibhushan,Public Affairs,West Bengal,1977
Shri Ali Yavar Jung Bahadur,Padma Vibhushan,Public Affairs,Telangana,1977
Shri Chandreshwar Prasad Narayan Singh,Padma Vibhushan,Literature and Education,Delhi,1977
Smt. T. Balasaraswati,Padma Vibhushan,Art,Tamil Nadu,1977
Baba Prithvi Singh Azad,Padma Bhushan,Public Affairs,Chandigarh,1977
Dr. (Smt.) Phulrenu Guha,Padma Bhushan,Social Work,West Bengal,1977
Dr. Harish Chandra,Padma Bhushan,Literature and Education,USA,1977
Dr. Mysore Narasimhachar Srinivas,Padma Bhushan,Science and Engineering,Karnataka,1977
Dr. Perugu Siva Reddy,Padma Bhushan,Medicine,Telangana,1977
Dr. Thenpattinam Ponnusamy Meenakshi Sundaran,Padma Bhushan,Literature and Education,Tamil Nadu,1977
Dr. Yudhvir Singh,Padma Bhushan,Social Work,Delhi,1977
Dr. Yusuf Husain Khan,Padma Bhushan,Literature and Education,Delhi,1977
Prof. Balasubramanian Ramamurthi,Padma Bhushan,Medicine,Tamil Nadu,1977
Prof. Kailas Nath Kaul,Padma Bhushan,Literature and Education,Uttar Pradesh,1977
Shri Chackachanveedu Krishnan Nair,Padma Bhushan,Social Work,Delhi,1977
Shri Gopinath Aman,Padma Bhushan,Literature and Education,Delhi,1977
Shri Koduvayur Sivarama Narayanaswami,Padma Bhushan,Art,Maharashtra,1977
Shri NULL Jagmohan,Padma Bhushan,Civil Service,Delhi,1977
Shri Paramsukh J. Pandya,Padma Bhushan,Art,Maharashtra,1977
Shri Shivputra Sidhram Komkali Alias Kumar Gandharv,Padma Bhushan,Art,Madhya Pradesh,1977
Smt. Annapurna Ravi Shankar,Padma Bhushan,Art,Uttar Pradesh,1977
Dr. (Miss) E. Kakkat Janaki Ammal,Padma Shri,Science and Engineering,Kerala,1977
Dr. (Miss) Lucy Oommen,Padma Shri,Medicine,Delhi,1977
Dr. (Smt.) Madhuri Ratilal Shah,Padma Shri,Literature and Education,Maharashtra,1977
Dr. Bhupendra Kumar Hazarika,Padma Shri,Art,Assam,1977
Dr. Cingireddy Narayana Reddy,Padma Shri,Literature and Education,Telangana,1977
Dr. Dhani Ram Prem,Padma Shri,Social Work,United Kingdom,1977
Dr. Ram Narain Bagley,Padma Shri,Medicine,Uttar Pradesh,1977
Dr. Ramamoorthy Belagaje,Padma Shri,Science and Engineering,United Kingdom,1977
Dr. Rangaswamy Narasimhan,Padma Shri,Civil Service,Maharashtra,1977
Dr. Telo De Mascarenhas,Padma Shri,Public Affairs,Germany,1977
Dr. Vishwa Gopal Jhingran,Padma Shri,Science and Engineering,Uttarakhand,1977
Kum. Meena Shah,Padma Shri,Sports,Uttar Pradesh,1977
Prof. Prafulla Kumar Jena,Padma Shri,Science and Engineering,Odisha,1977
Prof. Sibte Hasan Zaidi,Padma Shri,Science and Engineering,Uttar Pradesh,1977
Rana Moti Singh,Padma Shri,Science and Engineering,Punjab,1977
Sheik Chinna Moulana,Padma Shri,Art,Tamil Nadu,1977
Sheikh Mohd. Rafique,Padma Shri,Social Work,Uttar Pradesh,1977
Shri Bhupathiraju Vissam Raju,Padma Shri,Civil Service,Delhi,1977
Shri Devendra Satyarthi,Padma Shri,Literature and Education,Delhi,1977
Shri Dhan Raj Bhagat,Padma Shri,Art,Delhi,1977
Shri Gulam Rasul Santosh,Padma Shri,Art,Delhi,1977
Shri Ismail Ahmed Cachalia,Padma Shri,Social Work,Gujarat,1977
Shri Jehangir Ardeshir Sabavala,Padma Shri,Art,Maharashtra,1977
Shri Jugal Kishore Chowdhury,Padma Shri,Science and Engineering,Delhi,1977
Shri Mohd. Fayazuddin Nizami,Padma Shri,Science and Engineering,Telangana,1977
Shri Paul Pothen,Padma Shri,Civil Service,Delhi,1977
Shri Pritish Nandy,Padma Shri,Literature and Education,West Bengal,1977
